login_id,user_id,login_date,device_type,login_channel,login_status
304,11,2024-11-12,Android,App,Success
305,11,2024-11-22,iOS,App,Failed
306,11,2024-11-26,iOS,Web,Success
307,11,2024-11-28,Android,App,Success
308,11,2024-11-29,Android,App,Success
309,11,2024-12-09,Android,App,Success
310,11,2024-12-16,Android,App,Success
311,11,2024-12-25,Android,App,Success
312,11,2024-12-26,Android,App,Failed
313,12,2024-02-18,iOS,App,Success
314,12,2024-02-21,Android,App,Success
315,12,2024-03-02,iOS,App,Success
316,12,2024-03-06,Android,App,Success
317,12,2024-03-11,Android,App,Success
318,12,2024-03-18,iOS,App,Success
319,12,2024-03-22,Web,App,Success
320,12,2024-03-23,iOS,Web,Success
321,12,2024-03-27,Android,App,Success
322,12,2024-03-28,iOS,App,Success
323,12,2024-03-31,Android,App,Success
324,12,2024-11-16,iOS,Web,Success
325,12,2024-11-17,Android,App,Success
326,12,2024-11-20,iOS,Web,Failed
327,12,2024-11-21,Android,App,Success
328,12,2024-12-05,Android,App,Success
329,12,2024-12-06,Web,App,Success
330,12,2024-12-11,Web,App,Success
331,13,2024-08-15,Android,App,Success
332,13,2024-08-24,Web,App,Success
333,14,2024-04-29,iOS,Web,Success
334,14,2024-05-01,iOS,App,Success
335,14,2024-05-14,iOS,App,Success
336,14,2024-05-17,iOS,App,Success
337,14,2024-05-21,Android,Web,Success
338,14,2024-05-26,iOS,App,Success
339,14,2024-06-10,Android,App,Success
340,15,2024-08-20,iOS,App,Success
341,15,2024-08-24,Android,App,Success
342,15,2024-08-25,Web,App,Success
343,15,2024-08-30,Android,App,Success
344,15,2024-09-01,Android,App,Success
345,15,2024-09-06,Web,App,Success
346,15,2024-09-20,Android,App,Success
347,15,2024-09-21,iOS,Web,Success
348,15,2024-09-22,iOS,App,Success
349,15,2024-09-24,Android,App,Failed
350,15,2024-09-25,iOS,Web,Success
351,15,2024-09-27,Android,App,Success
352,15,2024-09-30,Android,App,Success
353,15,2024-10-03,Web,App,Success
354,15,2024-10-05,iOS,App,Success
355,15,2024-10-10,iOS,App,Success
356,15,2024-10-12,iOS,Web,Success
357,15,2024-10-13,iOS,App,Success
358,15,2024-10-14,iOS,Web,Success
359,15,2024-10-18,iOS,App,Success
360,15,2024-10-20,Web,App,Success
361,15,2024-10-22,Android,App,Success
362,15,2024-10-24,Android,App,Success
363,15,2024-10-26,iOS,App,Success
364,15,2024-10-30,iOS,Web,Success
365,15,2024-11-02,Android,App,Success
366,15,2024-11-15,Android,App,Success
367,15,2024-11-18,iOS,App,Success
368,15,2024-11-19,Android,App,Success
369,15,2024-11-28,iOS,App,Success
370,15,2024-11-29,Android,Web,Success
371,15,2024-12-03,Android,App,Success
372,15,2024-12-07,Android,App,Success
373,15,2024-12-15,Web,App,Success
374,15,2024-12-19,Android,App,Success
375,15,2024-12-23,Android,App,Success
376,15,2024-12-29,iOS,App,Success
377,16,2024-03-17,Android,App,Success
378,16,2024-03-21,Android,App,Success
379,16,2024-04-07,iOS,Web,Success
380,16,2024-04-09,Android,App,Success
381,16,2024-04-16,Web,App,Success
382,16,2024-04-18,Android,App,Success
383,16,2024-04-19,iOS,App,Success
384,16,2024-04-22,iOS,Web,Success
385,16,2024-04-23,iOS,Web,Success
386,16,2024-04-25,Android,App,Success
387,16,2024-11-17,Web,App,Success
388,16,2024-11-18,Android,Web,Success
389,16,2024-11-24,Web,Web,Success
390,16,2024-11-25,Android,Web,Failed
391,16,2024-12-04,Android,Web,Success
392,16,2024-12-08,Android,App,Success
393,16,2024-12-09,Android,App,Success
394,16,2024-12-10,iOS,Web,Success
395,16,2024-12-14,Web,Web,Success
396,16,2024-12-15,iOS,App,Success
397,16,2024-12-16,iOS,App,Failed
398,16,2024-12-19,Android,App,Success
399,16,2024-12-22,Android,App,Failed
400,16,2024-12-25,Android,App,Success
401,16,2024-12-27,Android,App,Success
402,16,2024-12-29,Android,App,Success
403,16,2024-12-30,Android,App,Success
404,17,2024-07-19,Android,Web,Success
405,17,2024-07-24,Web,App,Failed
406,17,2024-08-02,iOS,App,Success
407,17,2024-08-04,iOS,Web,Success
408,17,2024-08-08,iOS,Web,Failed
409,17,2024-08-11,Android,Web,Success
410,17,2024-08-15,iOS,App,Success
411,17,2024-08-20,Android,App,Success
412,17,2024-08-21,Android,App,Success
413,17,2024-08-26,Android,App,Success
414,17,2024-09-05,iOS,App,Success
415,17,2024-09-12,Web,App,Success
416,17,2024-09-15,Android,App,Success
417,17,2024-09-18,iOS,App,Success
418,17,2024-09-23,Web,App,Success
419,17,2024-09-24,Web,Web,Success
420,17,2024-09-28,iOS,App,Success
421,17,2024-09-30,Web,App,Success
422,17,2024-10-01,Android,Web,Success
423,17,2024-10-02,Android,Web,Success
424,17,2024-10-03,Android,App,Failed
425,17,2024-10-07,Android,App,Success
426,17,2024-10-08,Web,App,Success
427,17,2024-10-13,Web,App,Success
428,17,2024-10-20,Android,Web,Success
429,17,2024-10-26,Android,App,Success
430,17,2024-10-28,iOS,App,Success
431,17,2024-11-01,Web,App,Success
432,17,2024-11-03,iOS,App,Success
433,17,2024-11-06,Android,App,Success
434,17,2024-11-12,iOS,App,Success
435,17,2024-11-16,iOS,App,Success
436,17,2024-11-20,Android,Web,Success
437,17,2024-11-22,Android,App,Success
438,17,2024-11-24,Android,Web,Success
439,17,2024-11-25,Android,App,Success
440,17,2024-11-28,iOS,Web,Success
441,17,2024-12-01,iOS,App,Success
442,17,2024-12-04,Android,App,Success
443,17,2024-12-07,Android,App,Success
444,17,2024-12-08,Android,App,Success
445,17,2024-12-09,Android,App,Success
446,17,2024-12-13,Web,App,Success
447,17,2024-12-16,Android,Web,Success
448,17,2024-12-20,iOS,App,Success
449,17,2024-12-21,Android,App,Success
450,17,2024-12-22,Web,App,Success
451,18,2024-07-26,iOS,App,Success
452,18,2024-07-28,Android,Web,Success
453,18,2024-07-30,iOS,Web,Failed
454,18,2024-08-06,Android,Web,Success
455,18,2024-08-17,Android,App,Failed
456,18,2024-08-23,iOS,App,Success
457,18,2024-08-24,Android,App,Success
458,18,2024-08-27,Web,App,Success
459,18,2024-09-05,Android,Web,Success
460,18,2024-09-09,iOS,App,Success
461,18,2024-09-12,Android,App,Success
462,18,2024-09-14,iOS,App,Success
463,18,2024-09-16,iOS,App,Success
464,18,2024-09-18,Web,App,Success
465,19,2024-02-01,Android,App,Success
466,19,2024-02-07,Android,App,Success
467,20,2024-08-19,iOS,App,Success
468,20,2024-08-20,iOS,App,Success
469,20,2024-08-22,Android,App,Success
470,20,2024-08-23,iOS,App,Success
471,20,2024-08-24,iOS,App,Success
472,20,2024-08-31,iOS,Web,Success
473,20,2024-09-08,Android,App,Success
474,20,2024-09-10,Android,App,Success
475,20,2024-09-13,Android,App,Success
476,20,2024-09-14,Android,App,Failed
477,20,2024-09-15,Android,App,Success
478,20,2024-09-19,Android,App,Success
479,20,2024-09-20,Android,App,Success
480,20,2024-09-24,Android,App,Success
481,20,2024-09-25,Android,App,Success
482,20,2024-10-12,Android,App,Success
483,20,2024-10-15,Web,App,Success
484,20,2024-10-16,Android,Web,Success
485,20,2024-10-19,iOS,Web,Success
486,20,2024-10-20,Web,App,Success
487,20,2024-10-26,Android,App,Failed
488,20,2024-10-27,Android,Web,Success
489,20,2024-10-31,iOS,Web,Success
490,20,2024-11-06,Web,App,Success
491,20,2024-11-07,Android,App,Success
492,20,2024-11-16,Android,App,Success
493,20,2024-11-17,Web,App,Success
494,20,2024-11-19,Web,App,Success
495,20,2024-11-24,iOS,App,Success
496,20,2024-11-25,iOS,App,Success
497,20,2024-11-27,iOS,App,Success
498,20,2024-11-29,iOS,Web,Success
499,20,2024-12-03,Android,App,Success
500,20,2024-12-05,Android,App,Failed
501,20,2024-12-07,Android,Web,Success
502,20,2024-12-13,Android,App,Success
503,20,2024-12-14,iOS,Web,Success
504,20,2024-12-17,Android,Web,Success
505,20,2024-12-20,Web,App,Success
506,20,2024-12-21,Android,App,Success
507,20,2024-12-24,Android,App,Success
508,20,2024-12-27,Android,Web,Success
509,20,2024-12-28,Android,Web,Success
510,21,2024-12-21,Android,App,Success
511,21,2024-12-22,Android,App,Success
512,21,2024-12-23,iOS,Web,Success
513,21,2024-12-24,Android,App,Success
514,21,2024-12-25,iOS,App,Failed
515,21,2024-12-26,Android,Web,Success
516,21,2024-12-27,Android,App,Success
517,21,2024-12-28,iOS,App,Success
518,21,2024-12-29,Android,Web,Success
519,21,2024-12-30,Web,Web,Success
520,22,2024-06-01,Android,App,Success
521,22,2024-06-10,Web,App,Success
522,22,2024-06-12,Android,App,Success
523,22,2024-06-15,Android,Web,Success
524,22,2024-06-17,Android,App,Success
525,22,2024-06-19,Android,Web,Success
526,22,2024-06-22,Android,App,Success
527,22,2024-06-27,Android,App,Success
528,22,2024-06-30,Android,App,Success
529,22,2024-07-08,iOS,App,Success
530,22,2024-07-12,Android,App,Success
531,22,2024-07-18,Android,App,Failed
532,22,2024-07-22,iOS,Web,Success
533,23,2024-06-09,Android,App,Failed
534,23,2024-06-13,Web,App,Success
535,23,2024-06-14,iOS,App,Success
536,23,2024-06-15,Android,App,Success
537,23,2024-06-19,Android,App,Success
538,23,2024-06-24,Web,App,Success
539,23,2024-06-27,Android,Web,Success
540,23,2024-06-29,iOS,App,Success
541,23,2024-07-01,Android,Web,Success
542,23,2024-07-14,iOS,App,Success
543,23,2024-07-18,iOS,App,Success
544,23,2024-07-23,Web,Web,Success
545,23,2024-07-27,Android,App,Success
546,23,2024-07-29,Web,Web,Success
547,24,2024-07-20,Android,App,Success
548,24,2024-07-29,iOS,Web,Success
549,24,2024-08-04,iOS,Web,Success
550,24,2024-08-05,Android,App,Success
551,24,2024-08-11,Android,App,Success
552,24,2024-08-16,Android,Web,Failed
553,24,2024-08-17,Android,App,Success
554,24,2024-08-24,Android,App,Success
555,24,2024-08-26,Android,App,Success
556,24,2024-08-28,Web,App,Success
557,24,2024-08-29,Android,App,Success
558,24,2024-08-31,iOS,App,Success
559,24,2024-09-03,iOS,App,Success
560,24,2024-09-06,Android,App,Success
561,24,2024-09-17,Android,Web,Success
562,25,2024-05-01,Android,App,Success
563,25,2024-05-09,Android,App,Success
564,25,2024-05-15,iOS,App,Success
565,25,2024-05-16,Android,App,Failed
566,25,2024-05-18,iOS,Web,Success
567,25,2024-05-23,Android,App,Success
568,25,2024-05-31,iOS,App,Success
569,25,2024-06-11,Android,App,Success
570,25,2024-06-15,Android,App,Success
571,25,2024-06-25,Web,App,Success
572,25,2024-07-02,Web,App,Failed
573,25,2024-07-11,Android,Web,Success
574,25,2024-07-22,Android,App,Success
575,25,2024-07-28,Android,App,Success
576,25,2024-08-25,iOS,App,Success
577,25,2024-09-01,iOS,App,Success
578,25,2024-09-09,Android,App,Success
579,25,2024-09-14,Android,App,Success
580,25,2024-09-25,iOS,Web,Success
581,25,2024-09-30,Android,App,Success
582,25,2024-10-08,iOS,App,Success
583,25,2024-10-11,Android,App,Success
584,25,2024-10-13,iOS,Web,Success
585,25,2024-10-16,Android,Web,Success
586,25,2024-10-17,Android,App,Success
587,25,2024-10-21,Web,App,Success
588,25,2024-10-27,Android,Web,Success
589,25,2024-11-02,iOS,App,Success
590,25,2024-11-12,iOS,App,Success
591,25,2024-11-28,Android,App,Success
592,25,2024-12-15,Android,Web,Failed
593,25,2024-12-27,Android,Web,Success
594,26,2024-02-12,Android,App,Failed
595,26,2024-02-13,iOS,App,Success
596,26,2024-02-14,Android,Web,Success
597,26,2024-03-03,Android,App,Success
598,26,2024-03-04,Android,App,Success
599,26,2024-03-07,iOS,App,Success
600,26,2024-03-08,Android,Web,Success
601,26,2024-03-17,Android,Web,Success
602,26,2024-03-18,Android,App,Success
603,26,2024-03-26,Android,App,Success
604,26,2024-04-05,iOS,App,Success
605,26,2024-05-03,iOS,App,Success
606,26,2024-05-19,Android,App,Success
607,26,2024-05-29,Android,App,Success
608,26,2024-06-21,Android,Web,Success
609,26,2024-06-25,Android,App,Success
610,26,2024-07-05,Web,App,Success
611,26,2024-07-09,Android,App,Success
612,26,2024-08-12,Android,App,Success
613,26,2024-08-26,iOS,Web,Success
614,26,2024-08-29,Android,App,Success
615,26,2024-08-31,Android,App,Success
616,26,2024-09-01,iOS,App,Success
617,26,2024-09-10,iOS,App,Success
618,26,2024-09-28,Android,App,Success
619,26,2024-10-01,Android,Web,Success
620,26,2024-11-07,iOS,App,Failed
621,26,2024-12-15,Android,App,Success
622,27,2024-06-29,iOS,App,Failed
623,27,2024-07-06,iOS,Web,Success
624,27,2024-07-10,Android,App,Success
625,27,2024-07-15,Android,Web,Success
626,27,2024-07-25,Android,App,Success
627,27,2024-07-26,Android,Web,Success
628,27,2024-07-29,Android,App,Success
629,27,2024-07-31,Android,App,Success
630,27,2024-08-06,iOS,Web,Success
631,27,2024-08-18,Web,Web,Success
632,27,2024-08-21,Android,App,Success
633,27,2024-08-22,Android,App,Success
634,27,2024-08-24,Android,App,Success
635,28,2024-06-11,Android,App,Success
636,29,2024-05-03,Android,Web,Success
637,29,2024-05-04,Web,Web,Success
638,29,2024-05-08,iOS,App,Success
639,29,2024-05-11,iOS,App,Success
640,29,2024-05-12,Android,App,Success
641,29,2024-05-14,Web,Web,Success
642,29,2024-05-21,iOS,App,Success
643,29,2024-05-27,Android,App,Success
644,29,2024-06-07,iOS,App,Success
645,29,2024-06-08,Android,Web,Success
646,29,2024-06-15,Web,App,Failed
647,29,2024-06-17,Web,Web,Success
648,29,2024-07-01,iOS,App,Success
649,29,2024-07-05,Android,App,Success
650,29,2024-07-18,Web,App,Success
651,29,2024-07-20,Android,App,Success
652,29,2024-07-21,Android,Web,Success
653,29,2024-07-23,Web,Web,Success
654,29,2024-07-30,iOS,App,Success
655,29,2024-08-14,iOS,App,Success
656,29,2024-08-17,Android,App,Success
657,29,2024-08-18,iOS,App,Success
658,29,2024-08-19,Android,Web,Success
659,29,2024-09-14,Android,App,Success
660,29,2024-09-15,iOS,App,Success
661,29,2024-09-16,Android,Web,Success
662,29,2024-09-23,Android,App,Success
663,29,2024-09-24,iOS,App,Success
664,29,2024-10-04,Web,App,Success
665,29,2024-10-14,iOS,App,Success
666,29,2024-10-17,iOS,App,Success
667,29,2024-10-19,iOS,App,Success
668,29,2024-10-25,iOS,App,Success
669,29,2024-10-30,iOS,App,Success
670,29,2024-11-02,Android,App,Success
671,29,2024-11-03,Android,App,Success
672,29,2024-11-15,iOS,Web,Success
673,29,2024-11-17,iOS,App,Success
674,29,2024-12-01,Android,App,Success
675,29,2024-12-02,iOS,App,Success
676,29,2024-12-07,Android,Web,Success
677,29,2024-12-12,Web,Web,Success
678,29,2024-12-16,Android,Web,Success
679,29,2024-12-27,Android,App,Success
680,29,2024-12-28,iOS,App,Success
681,30,2024-12-13,iOS,App,Success
682,30,2024-12-14,Android,App,Failed
683,30,2024-12-15,iOS,App,Success
684,30,2024-12-16,iOS,App,Success
685,30,2024-12-17,Web,App,Success
686,30,2024-12-18,Android,App,Failed
687,30,2024-12-19,iOS,App,Success
688,30,2024-12-20,Android,Web,Success
689,30,2024-12-21,iOS,App,Success
690,30,2024-12-22,Android,Web,Success
691,30,2024-12-23,Android,Web,Success
692,30,2024-12-24,Android,App,Success
693,30,2024-12-25,Android,App,Success
694,30,2024-12-26,Android,App,Success
695,30,2024-12-27,Android,App,Success
696,30,2024-12-28,Android,App,Success
697,30,2024-12-29,Web,App,Success
698,30,2024-12-30,Android,App,Success
699,31,2024-04-04,Android,App,Success
700,31,2024-04-14,iOS,App,Success
701,31,2024-04-18,iOS,Web,Success
702,31,2024-04-20,iOS,Web,Failed
703,31,2024-04-28,Web,App,Success
704,31,2024-04-29,iOS,Web,Success
705,31,2024-05-03,Android,Web,Success
706,31,2024-05-20,Web,App,Failed
707,31,2024-05-23,Android,App,Success
708,31,2024-06-07,Android,App,Success
709,31,2024-06-18,Web,App,Success
710,31,2024-06-19,Web,Web,Success
